rec_id,rec2_id,culture,sex,age,date_of_birth,title,given_name,surname,state,suburb,postcode,street_number,address_1,address_2,phone_number,soc_sec_id,blocking_number,family_role
rec-40745-org,rec-87041-org,eng,f,36,19801101,,cooper,dukeson,qld,alice river,5098,12,ainsworth street,,613 07043077,8298689,3,NoRole
rec-29449-org,rec-23236-org,chi,f,,19780502,ms,stephanie,kuk,nsw,graman,3021,85,nicholas street,,612 08609938,2287987,9,NoRole
rec-14651-org,rec-75746-org,wel,m,38,19780226,,gregory,lougher,act,canberra,6060,,mccormack street,colooli village,2 60721042,1515448,9,NoRole
rec-30479-org,rec-43739-org,unk,,23,19930902,dr,dylan,scjum,nsw,fairy hill,4114,102,wattle street,,612 30782669,8857878,3,NoRole
rec-14200-dup-0,rec-3975-org,unk,,29,20060605,ms,jackson,aarcy,,prospect,2830,1,hallen close,,04 49049163,8331259,3,NoRole
rec-60551-org,rec-42950-org,unk,f,31,19850415,ms,jade,strangway,sa,lenswood,3039,171,yaldwyn place,,617 60930326,8800719,7,NoRole
rec-65311-org,rec-81686-org,usa,,,19960612,,allegra,church,sa,christies beach,3079,1,throsby crescent,,7 43929840,5970512,8,NoRole
rec-38811-org,rec-67944-org,chi,f,32,19841224,,madison,tsau,nsw,ramsgate,3226,25,stuart street,,2 60307568,7365330,9,NoRole
rec-62400-org,rec-66213-org,nor,m,,19470411,,zoe,skjÃlsvold,nsw,kalamunda,4507,62,baracchi crescent,,2 41975931,7304367,3,NoRole
rec-3268-dup-0,rec-19062-org,ser,g,26,19850210,,cobt,ivanisefic,wa,bilingurr,2904,1,phillip avenue,,08 43223008,6247375,9,NoRole
rec-61803-org,rec-10019-org,ser,f,25,19910812,dr,cooper,dragojlov,vic,sandford,2290,9,knoke avenue,,08 82509835,5197798,2,NoRole
rec-65596-org,rec-40157-org,,m,30,19861004,ms,joshua,caruana,wa,lake carnegie,2478,17,dunlop street,,07 46910452,4421389,5,NoRole
rec-61145-dup-0,rec-13323-org,usa,f,39,19910508,,jordan,mclaughlin,qld,oran ge,2756,8,weetman place,bendigo retirement village,3 74792843,9083344,6,NoRole
rec-55577-org,rec-5950-org,cze,f,27,19890618,,tahlia,bassar,vic,red cliffs,2791,3,elsey street,crathie,8 57854308,9786622,4,NoRole
rec-39849-org,rec-81637-org,usa,m,8,20080516,ms,bayley,cervantes,tas,hobart,3106,7,biffin street,,07 06172799,8949747,9,NoRole
rec-61689-dup-0,rec-56703-org,chi,f,6,20100806,mr,harrison,gao,ql,holloways beach,4505,2,tryon gtreet,,02 43377131,8255044,3,NoRole
rec-76816-org,rec-29609-org,spa,f,28,19880328,ms,matthew,lpez,nsw,candelo,7320,1741,goodchild street,,2 47177017,6994203,4,NoRole
rec-49970-org,rec-66289-org,usa,,25,19910619,pfc,jake,hudson,nsw,lugarno,3214,4,storey street,,02 06311666,1523749,0,NoRole
rec-2799-dup-0,rec-39490-org,chi,f,29,19180501,,kylk,ning,sa,elizabeth,3185,54,cossington smoth crescent,,7 56595514,1788314,6,NoRole
rec-18585-org,rec-73899-org,chi,f,9,20070319,ms,noah,jue,wa,carramar,2486,12,aspinall street,,618 90299727,8730168,8,NoRole
rec-78476-org,rec-60738-org,usa,f,10,20060426,,jasmine,todd,nsw,avoca beach,2541,381,bannerman place,rocklea,02 32880742,4016382,7,NoRole
rec-6828-org,rec-82533-org,usa,f,33,19830315,,amy,fischer,qld,kanimbla,2296,2,maccallum circuit,,3 31987690,7616035,8,NoRole
rec-61220-org,rec-69383-org,tha,,34,19820214,,james,tanasugarn,qld,didcot,3737,5,sugarloaf circuit,,613 66472256,4215113,6,NoRole
rec-53437-dup-0,rec-19349-org,chi,,33,19830522,ms,elka,ouyfang,,toorak,3135,98,gellatlu place,,02 39090027,4977557,5,NoRole
rec-70472-org,rec-29846-org,unk,f,39,19771211,,nathan,scogin,,glenhaven,2134,33,o'connor circuit,hawkins masonic vlge,02 93737014,4953409,1,NoRole
rec-20627-org,rec-48296-org,eng,,19,19970823,,daniel,royceston,vic,invergordon south,2444,6,stewart crescent,,8 52160909,5010109,1,NoRole
rec-36553-org,rec-82868-org,afr,f,34,19820829,,jacinta,mensah,vic,gredgwin,2652,122,bland place,,618 42059611,7595332,8,NoRole
rec-55657-org,rec-21232-org,unk,m,35,19810124,,teagan,,nsw,mascot,3149,29,parkhill street,,02 79514868,1440745,4,NoRole
rec-943-org,rec-15040-org,chi,f,25,19911127,,grace,liou,nsw,conoble,3175,2,strickland crescent,lasswade,02 84168783,2619456,8,NoRole
rec-51541-org,rec-12022-org,unk,f,,19581025,,harrison,strainij,vic,mernda,2049,6,majura avenue,,08 59812145,7954124,0,NoRole
rec-36494-org,rec-26465-org,swe,f,26,19900918,,hayley,sandstrÃm,nsw,canowindra,2064,508,broadby close,canopus,612 15216229,8130318,0,NoRole
rec-65132-dup-0,rec-76076-org,swe,r,21,19950715,,benjamin,bellman,nws,rushcu tters bay,3977,46,hooker street,,612 66450003,4848893,7,NoRole
rec-77176-org,rec-44889-org,,f,,19520130,,charlie,clarke,qld,wolffdene,2852,389,gledden street,,613 65919425,1737750,7,NoRole
rec-43293-dup-0,rec-11851-org,ger,f,25,19910603,,adan,thrmef,nsw,nangus,2614,3,theodore tsreet,,2 98009542,4562100,4,NoRole
rec-84242-org,rec-34450-org,ger,f,,19880526,,olivia,,tas,middleton,7310,3,bissenberger crescent,,617 67310111,3448456,2,NoRole
rec-18394-org,rec-69544-org,unk,f,21,19951112,ms,matthew,straw,nsw,cleveland,6317,43,brigalow street,,2 47309000,8922377,5,NoRole
rec-23855-dup-0,rec-58240-org,chi,f,26,19900825,,mu,madison,nsw,oakleigh,4122,332,mckeown place,,02 26698584,8531019,7,NoRole
rec-86696-org,rec-55713-org,usa,,29,19870609,,kazuki,emerson,vic,collins street east,2000,74,burraly court,,8 46015286,3987503,7,NoRole
rec-20492-org,rec-89908-org,chi,f,19,,,ruby,dun,vic,balwyn,3870,8,turner place,strathlea,08 95718219,5587965,7,NoRole
rec-50625-org,rec-37660-org,ira,f,33,,pfc,chelsea,soleimani,qld,minyama,3073,15,johnston street,st andrew's college,3 88299574,2937020,7,NoRole
rec-28548-org,rec-74728-org,eng,f,9,20071210,ms,amber,bennet,nsw,toowoomba,2261,201,baume crescent,sunnyview,02 21599832,5530198,8,NoRole
rec-41241-dup-0,rec-67360-org,chi,f,21,,,tarz,li,qld,mount emlyn,2594,52,shean olace,,03 37134277,5830209,8,NoRole
rec-72595-org,rec-35852-org,spa,f,32,19841220,,niamh,mondragn,act,stirling,2777,1,chubb street,the homestead,612 72084547,9612337,3,NoRole
rec-77473-org,rec-73336-org,ind,f,29,,,ryley,kasthurirangan,wa,charley creek,7320,3,salsola street,bonny doon,618 99438563,7726652,3,NoRole
rec-89019-org,rec-44717-org,unk,m,,,,claire,abat,qld,sapphire,4060,113,auburn street,kootingal,3 35866780,8713914,3,NoRole
rec-35009-dup-0,rec-55635-org,chi,g,27,19890210,,polly,un,,macuarie fields,6833,11,kingsford snith drive,aumuller house,04 47348001,7072596,8,NoRole
rec-84771-org,rec-45873-org,usa,m,35,19810607,,hollie,pacheco,nsw,hassall grove,3630,29,macgregor street,tobruk hse,,7308368,3,NoRole
rec-11643-org,rec-87360-org,eng,f,35,19810201,ms,jake,mayes,qld,the leap,7006,4,limestone avenue,,613 27162067,2476039,0,NoRole
rec-20212-org,rec-13037-org,eng,f,31,19850725,ms,karissa,cock,nsw,rileys hill,2450,35,summers place,,2 36575201,3614148,7,NoRole
rec-12904-org,rec-66785-org,unk,,23,,,madeleine,strazzari,vic,ardmona,3814,74,black street,,8 39500370,6810099,6,NoRole
rec-25651-org,rec-69257-org,ger,m,23,19931202,,jacob,bourns,qld,beeliar,,318,boothby place,,3 54393289,7038027,3,NoRole
rec-47479-dup-0,rec-66401-org,ita,,26,19900325,,anthnoy,perani,hsw,eungella,2136,52,medleystreet,,612 81612658,2293949,9,NoRole
rec-58837-org,rec-10296-org,afr,f,27,19890514,mr,,sillah,qld,queens beach,4122,14,treharne place,,03 54931917,1670536,6,NoRole
rec-39982-org,rec-53803-org,eng,f,27,19890131,,leon,granger,vic,raywood,4680,26,baracchi crescent,,8 94414604,6542848,7,NoRole
rec-65991-org,rec-57073-org,usa,m,33,19831013,,heath,lucas,vic,keilor park,4165,24,wrenfordsley place,yongala,618 07086142,9261289,8,NoRole
rec-18303-org,rec-44012-org,ind,,37,19790117,,john,virat,vic,lakes entrance,4210,24,tompsitt court,,8 32401440,9370982,8,NoRole
rec-33721-org,rec-82383-org,gre,f,24,19920712,,charlotte,kostopulos,nsw,albion park,2640,161,banfield street,john curtin hostel,612 72909739,9570796,3,NoRole
rec-50110-org,rec-11950-org,ger,f,30,19860422,ms,darcy,riske,nsw,burradoo,2287,621,,,612 98067716,5793826,0,NoRole
rec-49983-org,rec-48767-org,usa,f,25,,pfc,andie,caldwell,vic,bellevue hill,2219,24,callaway crescent,,618 57216252,7072129,9,NoRole
rec-12128-org,rec-28680-org,chi,f,,19611116,,lucinda,shanggwan,vic,dooen,6009,5,oliver street,,08 12642788,3699427,1,NoRole
rec-62187-dup-0,rec-23428-org,sri,m,31,19850203,mr,jaydn,handunpirage,,denistone east,6035,7,william webb drive,,612 06518947,3075056,7,NoRole
rec-81522-org,rec-50302-org,chi,f,27,19890225,,nicolas,ding,wa,dewars pool,2747,34,,nuffield village,8 27317910,1916113,6,NoRole
rec-23973-org,rec-69100-org,eng,f,24,19920730,,alexia,earl,vic,black hill,4715,3,chuculba crescent,narek,02 57348970,3005220,9,NoRole
rec-41878-org,rec-36603-org,chi,f,32,19840215,ms,madison,hsiu,sa,meningie,2148,66,blackman crescent,,07 70539308,5140470,8,NoRole
rec-1370-org,rec-18390-org,,,11,20050304,,ella,de greef,nsw,kendall,2213,21,sprent street,,2 60966520,9454773,8,NoRole
rec-25553-dup-0,rec-33804-org,pol,f,30,19840218,,jpel,gasiowroski,vic,glenmagxgie,4421,49,mchugh street,anglican guest village,08 55215316,3383795,4,NoRole
rec-89543-org,rec-64632-org,usa,,27,19890707,,brianna,bartlett,vic,nerrin nerrin,3095,40,,lanhydrock,618 74315927,1477205,6,NoRole
rec-36261-org,rec-17434-org,usa,f,33,19830604,,elki,horne,nsw,cabramatta west,7006,20,,,02 31642266,2732838,6,NoRole
rec-8036-org,rec-51423-org,ger,f,28,19880910,,jasmine,mullenhoff,,batemans bay,3101,9,monaro crescent,central coast fair,04 94465288,7620686,0,NoRole
rec-71895-org,rec-75174-org,hun,f,29,,ms,bailee,mecs,vic,bullengarook,4350,15,irvine street,sorrento,618 68475166,7794759,4,NoRole
rec-51905-org,rec-46961-org,unk,m,29,19870131,,toby,scogin,nsw,wallerawang,2131,5,baynton street,,02 92354752,5626204,8,NoRole
rec-39844-org,rec-76235-org,eng,f,28,19880619,dr,jessica,attwater,nsw,thornlands,4006,1,rivett street,highgate,2 83721925,2869960,8,NoRole
rec-34610-dup-0,rec-61464-org,hun,f,0,20091218,mr,hayley,szilÃgyi,vic,wynybrd,7000,39,lindsay smreet,,617 80394220,9771757,4,NoRole
rec-13848-org,rec-17730-org,unk,f,34,19820327,mr,jackson,sclafani,qld,margate,4051,43,theodore street,rowethorpe,613 73280699,3309236,0,NoRole
rec-60267-org,rec-62290-org,eng,f,29,19871023,dr,emiily,rogerson,nsw,hamilton,4560,11,dooring street,park trees vlge,612 11306333,5339735,8,NoRole
rec-33818-org,rec-65325-org,ind,f,,19980707,,jacob,rohira,qld,maclagan,4870,,serpentine street,,03 17126040,7307093,4,NoRole
rec-65629-dup-0,rec-88802-org,chi,,34,19820106,,maliaah,ka,qld,3185,woorim,19,malara street,st vincents hospital,,3125988,9,NoRole
rec-57894-org,rec-21797-org,unk,,38,19781018,,emiily,sckel,qld,o'connell,3085,2,springvale road,,3 31158651,5605733,1,NoRole
rec-50169-org,rec-10006-org,,f,23,,,sam,tippins,,bowral,2217,152,cromwell circuit,deswod,08 61095551,8757712,0,NoRole
rec-29985-org,rec-89616-org,unk,f,29,19871220,,bailley,aarnoudse,tas,lackrana,2208,42,,,617 34181771,1414781,0,NoRole
rec-66519-dup-0,rec-70572-org,usa,,35,,ms,jordam,,vic,carton,6102,7,enright vrescent,,02 50529209,3556750,3,NoRole
rec-22585-org,rec-70848-org,por,f,31,,mr,darcie,catarino,nsw,tregear,2323,17,brake place,old green hill,2 08250183,3315254,7,NoRole
rec-17265-org,rec-82916-org,nor,m,41,19751127,,ryan,solness,qld,manly,3500,8,glenelg street,lyngae,613 41510409,2750277,2,NoRole
rec-85701-org,rec-54984-org,,,30,19860723,rev,joel,beahan,nsw,sandy beach,4505,129,strickland crescent,,612 18244935,2243821,5,NoRole
rec-44599-dup-0,rec-75418-org,unk,m,29,19870816,,zac,strager,qld,worde,3093,4,fraser court,morris arfade,3 14692486,4842299,5,NoRole
rec-50638-org,rec-84400-org,ira,,36,19800120,dr,reganne,bahadori,,gowrie,4556,70,mather street,moonee beach caravan park,02 18150465,5090584,3,NoRole
rec-53801-org,rec-50801-org,usa,f,22,19940331,dr,thomas,hood,nsw,castlecrag,5068,21,merriman crescent,amblin caravan park,08 80148433,1059325,3,NoRole
rec-31110-org,rec-3135-org,usa,f,,19981213,ms,ryan,campos,qld,lalor,3023,3,argyle place,,3 25830169,7258227,4,NoRole
rec-45717-dup-0,rec-59126-org,cze,,,19171024,,conner,dvorakova,jsw,eschol park,3196,65,cutlack sfreet,,612 13972875,6617849,2,NoRole
rec-70963-org,rec-55682-org,unk,m,28,19881119,,kyle,scorsone,nsw,jerangle,2489,46,may maxwell crescent,,,9423835,0,NoRole
rec-24725-org,rec-30994-org,ind,f,35,19810331,,jack,khemaney,sa,yatala vale,2015,8,langdon avenue,,7 96024570,5735876,8,NoRole
rec-28703-dup-0,rec-55015-org,unk,,21,19950421,,aarts,samuel,vic,preston,2035,1900,byles place,,08 65726208,5388394,0,NoRole
rec-84398-org,rec-88247-org,usa,f,33,,,william,,nsw,kioloa,2745,19,bokhara circuit,,02 58579780,4060294,6,NoRole
rec-11255-org,rec-31620-org,ind,f,28,19880410,dr,matteus,sarkaria,qld,toko,3305,152,chaseling street,,07 38184281,3106314,2,NoRole
rec-65243-org,rec-87615-org,unk,f,25,,,alex,scoby,vic,caulfield junction,3260,41,bradfield street,,08 32615030,2865337,8,NoRole
rec-4889-org,rec-19910-org,usa,m,26,19900818,,samuel,salas,vic,blairgowrie,2065,48,cox street,,8 77314059,3115131,0,NoRole
rec-83630-dup-0,rec-52490-org,usa,r,28,19880808,,ella,hestel,wa,fortescue,2550,3,,,618 31997484,9277957,6,NoRole
rec-14673-org,rec-88701-org,,f,29,19870423,,jake,cowell,,caroline springs,4370,11,allen place,dma offices (cnr wales s street,04 94587411,7737049,9,NoRole
rec-84302-dup-0,rec-32811-org,dut,m,,19940126,ms,,bacher,wa,ludoow,6103,17,michael holt crescent,,8 70362447,5153889,0,NoRole
rec-15447-org,rec-79595-org,usa,,35,19811203,dr,ruby,deleon,nsw,huntleys cove,5243,14,wirraway crescent,maroubra beach,02 40399127,4012057,9,NoRole
rec-3498-org,rec-84998-org,ser,m,35,19810420,ms,,andjelkovic,qld,twin waters,4035,11,percy crescent,armidale,613 48796898,6305507,2,NoRole
rec-74796-org,rec-22289-org,unk,m,25,,pfc,warrick,scottjackson,,,7249,8,green street,,07 64154185,9586453,1,NoRole
rec-42850-org,rec-7901-org,ser,f,28,19880306,,lachlan,avdic,sa,carlingford,,13,ellerston avenue,,617 56500159,9230020,4,NoRole
rec-24598-org,rec-81582-org,usa,,35,19810316,,kristo,campos,qld,chelmsford,3065,42,bertel crescent,rowethorpe,3 71978177,8738090,9,NoRole
rec-54777-org,rec-64204-org,ind,f,10,20060702,mr,leah,sajal,wa,guilderton,4744,14,platt place,,08 48220524,2703395,0,NoRole
rec-59434-org,rec-24320-org,unk,,25,19910310,,bailee,strawbridge,qld,woongoolba,2196,18,,,613 99071099,7456743,6,NoRole
rec-50757-org,rec-14926-org,unk,f,33,19830612,,jared,scofield,nsw,chandlers hill,2140,,chewings street,oak park,02 54059419,2281107,8,NoRole
rec-51995-org,rec-57515-org,eng,f,26,19900818,ms,bailee,pemberton,qld,bungeworgorai,6503,59,boolimba crescent,tycannah station,613 42865071,9737717,5,NoRole
rec-73948-org,rec-39765-org,dut,f,31,,mr,madison,wizzelpenning,qld,harrington,2151,96,drosera place,salford park,03 95514268,8228132,3,NoRole
rec-72527-org,rec-46384-org,usa,f,22,19941113,,mark,riddle,vic,ferntree gully,2066,234,captain cook crescent,boonberry,8 76521534,5592338,9,NoRole
rec-21734-org,rec-8538-org,usa,f,32,19840105,mr,amy,estes,qld,kalkie,2580,33,macalister crescent,,04 83877157,1235258,0,NoRole
rec-29103-org,rec-2884-org,ira,f,,19520523,dr,,mansouri,vic,quarry hill,2320,19,batman street,,8 35281860,9528910,3,NoRole
rec-15125-org,rec-48216-org,ser,f,26,19901108,ms,cheree,kovacic,qld,eulo,6210,20,hannan crescent,the willows,03 74565102,2309197,8,NoRole
rec-35235-org,rec-6148-org,pol,f,24,19920408,ms,grace,czajkowski,nsw,granville,4565,391,coningham street,naaraane,2 99924108,6087501,5,NoRole
rec-49409-org,rec-71748-org,chi,f,29,19871219,,amaya,mao,,katherine,4217,26,earle street,berkeley vlge,02 15292233,3695205,6,NoRole
rec-77530-dup-0,rec-40507-org,spa,,23,19840525,dr,zachay,,vix,bundalaguah,4019,25,southern crpss drive,,618 62151805,7323134,4,NoRole
rec-79673-org,rec-18966-org,ind,,,19721125,,,naseer,qld,wooroonooran,2452,15,mansfield place,murrumbung,03 83738649,7823852,3,NoRole
rec-32644-org,rec-15268-org,ger,f,23,19930521,,charlie,loef,qld,,2500,11,harper street,standbye,3 06587841,4462743,5,NoRole
rec-35013-org,rec-20463-org,sri,f,27,19890824,,shandril,bandaranaike,sa,risdon park,2150,17,stonehaven crescent,,617 58448489,1064348,7,NoRole
rec-7463-org,rec-51963-org,usa,m,32,19840327,,jaden,gordon,act,tharwa,2250,5,mackenzie street,st francis vlge,02 01676810,9654224,1,NoRole
rec-46945-dup-0,rec-16717-org,jap,m,23,19920326,,julis,saionji,,emu plains,2839,1,gething zplace,,08 04887761,6658166,9,NoRole
rec-23343-org,rec-20051-org,chi,f,9,20071123,,jack,jao,qld,neusa vale,2711,43,hobson place,tantallon,03 74962123,9571259,3,NoRole
rec-2333-org,rec-81161-org,eng,m,,19610620,,adriana,braddock,nsw,wallarobba,3125,34,wakefield avenue,,2 84528372,7558316,6,NoRole
rec-9210-dup-0,rec-69859-org,unk,f,,19010619,pfc,ruby,aarnoudse,nsw,stuart own,3031,77,kenny place,,612 98038712,1989615,5,NoRole
rec-86768-org,rec-30720-org,usa,m,,19810803,,nicholas,salazar,,narellan,4703,16,tank street,sheep station,04 00912181,1883558,2,NoRole
rec-21057-org,rec-33177-org,swe,,27,19890103,,kaitlin,hjelm,qld,heathwood,3870,30,mitta place,,04 42613854,3953078,3,NoRole
rec-72218-dup-0,rec-35398-org,unk,f,25,19918621,mr,jean-cvaude,scorsoen,nsw,graman,3087,16,lewis luxmon avenue,,2 92048102,7926483,1,NoRole
rec-59466-org,rec-39919-org,eng,m,29,19870604,,stephanie,bateson,vic,athlone,2170,25,knoke avenue,,,6000217,7,NoRole
rec-31914-org,rec-53426-org,usa,f,11,20050611,,lucy,,vic,lovely banks,2478,10,bandulla street,omaha,08 27486297,1344330,0,NoRole
rec-81479-dup-0,rec-67005-org,ger,f,21,19950994,,alexander,merkel,nsq,megan,2880,67,twamley crrscent,cedarview,2 53772170,9340988,4,NoRole
rec-36555-org,rec-77069-org,unk,m,37,19790621,,larissa,scofield,qld,stapylton,6323,25,canopus crescent,,03 24022946,7195211,0,NoRole
rec-78761-org,rec-57623-org,unk,f,36,,,ellie,scjum,nsw,,4207,20,stenhouse close,,08 54938200,1834974,2,NoRole
rec-60860-org,rec-60385-org,unk,,30,19860412,,taylor,aaternir,nsw,laurieton,3149,65,ayers street,meemar,03 70996449,9393642,0,NoRole
rec-25588-org,rec-62200-org,ind,f,29,19870909,mr,sian,neeharika,nsw,stanhope,3150,45,mcclure street,sec 301,02 37294446,9706215,6,NoRole
rec-20760-org,rec-65546-org,ger,f,,19720519,,mikayla,wernher,vic,saint helena,3150,15,ballumbir street,,8 62489625,9380304,6,NoRole
rec-2903-dup-0,rec-62791-org,fin,f,30,19860826,,danielya,pÃljÃnen,viv,keon park,6430,19,tiveyfplace,redwood village,,2470471,5,NoRole
rec-59900-org,rec-9250-org,chi,,21,19950917,ms,joel,ling,nsw,kootingal,2765,145,adair street,,612 17339091,4005751,1,NoRole
rec-1763-org,rec-12991-org,unk,f,10,20061122,ms,tyron,strampher,qld,currumbin,4220,5,batman street,liselican,613 52579929,3474863,1,NoRole
rec-89357-dup-0,rec-72557-org,dut,f,21,,,vangeffen,james,nsw,giralang,3134,135,whitfekd street,,612 39683205,6502315,9,NoRole
rec-2873-org,rec-55441-org,eng,m,29,19870408,mr,william,nathanson,,loganholme,4114,15,pudney street,,04 45202687,3001626,9,NoRole
rec-82341-org,rec-45981-org,ser,f,39,19770717,,liana,taniskovic,sa,cumberland park,2161,13,barr-smith avenue,,7 90831081,2120806,9,NoRole
rec-76706-org,rec-85136-org,usa,f,20,19960830,mr,hugo,padilla,,belmont heights,2602,31,antill street,,02 73419344,1106533,3,NoRole
rec-5747-org,rec-68555-org,chi,f,34,19820625,,chloe,ko,wa,spencers brook,2324,3,burkitt street,villa 2,03 65818967,7172999,9,NoRole
