rec_id,rec2_id,culture,sex,age,date_of_birth,title,given_name,surname,state,suburb,postcode,street_number,address_1,address_2,phone_number,soc_sec_id,blocking_number,family_role
rec-63890-dup-0,rec-50883-org,eng,,29,19870520,,jasmine,gardiner,qld,okeden,3000,1,hindmarah drive,,3 45900102,2158384,7,NoRole
rec-40057-org,rec-12044-org,eng,f,30,19860807,,lucinda,elmerson,qld,barcaldine,2066,4,hamlet place,,613 29736056,4955261,9,NoRole
rec-89852-org,rec-55303-org,eng,f,,19781107,dr,shakira,bennet,qld,coowonga,2913,14,britten-jones drive,the links,,2273163,4,NoRole
rec-71532-org,rec-89421-org,swe,f,3,20130403,,dimitri,grotenfelt,,darling downs,4660,5,hadleigh circuit,rowethorpe,08 22965571,2789199,4,NoRole
rec-3593-org,rec-27305-org,afg,f,,19211027,ms,robert,shilmani,qld,magill,3977,44,dominion circuit,,613 68638147,7525057,3,NoRole
rec-14101-org,rec-9259-org,ind,f,32,19840311,,jacob,punati,qld,goodger,4700,72,barritt street,wondersun,613 28758116,2689827,2,NoRole
rec-5808-dup-0,rec-37073-org,afr,,,19070805,,brooke,ping,vic,balwyc,2135,23,earle stre et,,04 79692553,5513924,7,NoRole
rec-29872-org,rec-8011-org,ger,f,,19071114,,lara,tammerk,qld,greenbank,6149,4,wilhelmi crescent,,03 06087099,6377636,3,NoRole
rec-54017-org,rec-29282-org,usa,f,26,19900729,ms,mackenzi,pruitt,wa,toowong,2350,49,earle place,,8 66543780,1943580,8,NoRole
rec-31855-org,rec-79776-org,unk,,32,,,harry,abbatista,,marsfield,4216,35,wrenfordsley place,dunmunkle lodge,07 44380921,9909858,7,NoRole
rec-21098-dup-0,rec-67791-org,ger,,37,19790725,,bryden,bleeker,qld,,6018,32,nemarang ctescent,manila,03 47536503,4353049,3,NoRole
rec-48478-org,rec-39576-org,afg,f,27,19890420,dr,jack,yusufzai,,kangaroo flat,3041,131,brunswick circuit,sunnyview,,4702654,3,NoRole
rec-31269-org,rec-56363-org,ina,m,23,19931215,,mitchell,gunawan,qld,wulkuraka,3268,45,moulden court,weeroona,03 33829652,6640355,7,NoRole
rec-84983-org,rec-50095-org,eng,f,,19740514,,alisa,elder,,ringwood north,5068,578,lampard circuit,villa 3,02 46649003,4136235,6,NoRole
rec-37948-org,rec-84111-org,usa,f,23,,mr,bailee,bentley,,attwood,2445,117,,,08 38994521,7964181,0,NoRole
rec-48033-org,rec-42694-org,ind,f,37,,,hudson,harishandra,vic,mcmahons creek,2112,28,horrocks street,,8 73654711,7436700,9,NoRole
rec-55254-org,rec-40136-org,dan,f,28,19880331,,andie,wieghorst,,argenton,2350,,john young crescent,,02 44958935,5460206,7,NoRole
rec-26860-org,rec-18360-org,unk,f,,19210814,,bailey,aarcy,vic,cavendish,2320,34,learmonth drive,lassaan,8 38155057,5652109,2,NoRole
rec-55361-org,rec-82028-org,usa,f,38,19780501,mr,deakin,fisher,,berriedale,3075,27,rohan street,brentwood vlge,02 76172658,8034842,7,NoRole
rec-43430-dup-0,rec-41493-org,unk,f,30,,ms,caitlin,scollard,nsw,garra,4660,6,madigan street,,02 36907093,4101885,1,NoRole
rec-57606-org,rec-10626-org,wel,,36,19801219,,sylvie,kneath,sa,olary,2022,10,hunter street,,7 67340667,3140373,2,NoRole
rec-50476-org,rec-86119-org,eng,f,,19581224,ms,benjamin,matheson,,maryborough,3122,23,gair place,byron arcade,04 71182052,5241273,7,NoRole
rec-44585-org,rec-75554-org,eng,f,30,19860919,,calvin,lukeson,vic,lindenow south,3151,126,lynch street,,618 19091448,3831392,3,NoRole
rec-75313-org,rec-36451-org,eng,f,36,19800926,mr,,josephson,vic,bentleigh,2085,110,berne crescent,,8 91328000,1650517,3,NoRole
rec-17280-dup-0,rec-39429-org,unk,h,,19590525,ms,shantal,abbatista,,noble ark,4560,1469,alexandra street,,03 03671456,6832697,7,NoRole
rec-33399-org,rec-39655-org,ser,f,19,19970424,ms,michael,ramic,nsw,salisbury,2233,5,mckinlay street,longstay park,02 03880088,8321402,4,NoRole
rec-82995-org,rec-8058-org,usa,f,25,19910915,ms,reeve,chen,vic,plenty,3056,18,dominion circuit,,04 58219046,6268711,9,NoRole
rec-18439-org,rec-8444-org,ina,m,12,20040701,,scott,widjaja,,wantirna,3131,4,windradyne street,,04 29781934,8217778,7,NoRole
rec-59671-org,rec-88940-org,ger,f,,19330824,,malakai,taudenrauch,nsw,larras lee,4210,469,biddlecombe street,,612 61458565,3845418,5,NoRole
rec-54881-dup-0,rec-56335-org,ara,f,,19810912,,isaeblla,zaeemah,,rochedalesouth,4215,64,blamey crescent,,07 32872026,8173657,3,NoRole
rec-87999-org,rec-79185-org,usa,f,10,20061113,,shane,nichols,qld,dakabin,3195,227,romani company royal military college,tesbury,02 45108810,8848186,9,NoRole
rec-9070-org,rec-11871-org,usa,f,28,19881114,,georgina,dickson,vic,wantirna south,4021,40,port jackson circuit,,8 35954888,5652611,1,NoRole
rec-49769-org,rec-81945-org,usa,f,33,19831015,,max,gould,sa,ardrossan,6007,199,thompson place,,07 84993592,1408161,3,NoRole
rec-75084-org,rec-35547-org,unk,f,32,19840222,,maddison,aarnoudse,qld,mount marshall,2032,38,chauncy crescent,,613 89273681,1357295,2,NoRole
rec-66131-org,rec-53544-org,chi,f,23,19930128,pfc,phoebe,nye,,terrigal,3204,60,,,03 49968820,9412493,8,NoRole
rec-25543-org,rec-23193-org,cze,f,34,19821002,,liam,rikl,sa,nain,3186,41,burrendong street,,,9711207,3,NoRole
rec-73996-dup-0,rec-87553-org,iri,,,19920729,,caitlyn,samj,qld,inverness,5204,21,donohoe place,,07 96461889,5592687,6,NoRole
rec-36238-org,rec-33751-org,eng,f,,19160109,,timothy,archer,wa,port denison,4680,2,quinlivan crescent,de cameron,08 12626672,4851968,4,NoRole
rec-65736-org,rec-28529-org,fin,m,31,19851220,dr,sophie,ramanen,vic,kings park,6152,142,levine street,,08 40935392,2095569,5,NoRole
rec-45487-org,rec-48777-org,usa,m,33,19830727,ms,angus,cole,tas,lanena,,31,gurrang avenue,,7 10140751,4508058,8,NoRole
rec-32754-org,rec-16584-org,usa,m,,,,isabella,hickman,nt,angurugu,4503,28,cargelligo street,,613 07547478,5944772,9,NoRole
rec-77683-org,rec-5168-org,ina,m,27,,,anika,kurniawan,,orange,2770,19,heard street,baidermeer,02 18382520,6841979,5,NoRole
rec-47697-dup-0,rec-1301-org,eng,m,30,,,logan,sudwlrth,nsw,tamacrama,4850,26,murranji street,,03 33830681,1591724,9,NoRole
rec-63935-org,rec-48702-org,usa,f,,,,breana,barron,vic,manangatang,2787,269,shackleton circuit,,8 16209184,1483240,6,NoRole
rec-7030-dup-0,rec-85333-org,ara,m,27,19895017,,emkily,salkmah,,brisbmne,4031,102,priestley place,seabrook chambers,08 51939654,3498155,3,NoRole
rec-28844-org,rec-35731-org,eng,f,8,20080525,,zachary,clausson,nsw,allambie heights,5268,34,kanooka street,rocklea,2 78083407,9405993,5,NoRole
rec-22065-org,rec-61380-org,eng,f,22,19940216,,zara,timothyson,wa,ora banda,3281,12,leahy close,rp 105484,08 00187671,3168346,0,NoRole
rec-54565-org,rec-66349-org,por,f,21,19950528,,harrison,dasilva,vic,box hill south,4211,60,angophora street,brentwood vlge,8 90411392,9098445,5,NoRole
rec-31150-dup-0,rec-76024-org,,f,9,20080819,,anari,mihwl,vic,millgrove,4160,1,dundas court,,03 64417717,6825069,4,NoRole
rec-77829-org,rec-54344-org,ser,f,22,19941014,mr,madison,baric,,adelaide,5000,8,barr-smith avenue,bayview caravn park,08 15095077,4547731,9,NoRole
rec-67825-org,rec-65974-org,usa,f,12,20040416,hon,james,rogers,qld,benaraby,2766,8,antill street,,03 72532956,3071006,4,NoRole
rec-87946-org,rec-29913-org,usa,f,,19400406,,daniel,long,nsw,garland,6271,14,pavonia street,professional centre,612 92480711,3166479,5,NoRole
rec-16405-dup-0,rec-72413-org,ser,,9,20040313,,laura,vasic,nsw,cambewfarra,3393,3,la perouse street,,02 95480089,6344832,3,NoRole
rec-58889-org,rec-68859-org,usa,f,30,19861213,,travis,lamb,wa,fitzgerald,2430,15,,,04 63374902,4835319,0,NoRole
rec-59933-org,rec-32999-org,usa,f,23,19930614,ms,claudia,green,qld,benholme,2090,11,schomburgk street,,02 77824322,9296318,4,NoRole
rec-2812-org,rec-7070-org,usa,f,,19700529,,amber,cannon,nsw,st ives,3870,20,rosenthal street,graham,612 89961698,7049672,7,NoRole
rec-49185-dup-0,rec-64395-org,ara,f,31,,mr,tret,farzana,nsw,caravonica,3057,4,,,2 90402695,7226279,7,NoRole
rec-59013-org,rec-23266-org,unk,f,32,19840217,dr,meagan,scollard,sa,gulfview heights,3128,11,walu street,,617 31097042,7405101,1,NoRole
rec-59883-org,rec-36577-org,eng,f,24,19920709,,erin,triggs,vic,croydon north,6147,134,lazar place,,618 97668769,7795348,9,NoRole
rec-12686-dup-0,rec-34045-org,dut,f,32,19840314,,trinitty,fugard,vic,narre wsrren east,3829,01,dalziel skreet,,8 94137888,2090124,3,NoRole
rec-17521-org,rec-88851-org,ger,f,30,19860611,mr,emiily,marquerink,nsw,hinton,2283,28,macdowell street,garden settlement,02 87559668,8807669,0,NoRole
rec-26191-org,rec-75534-org,hun,,26,,ms,lucas,baltar,wa,nukarni,5051,57,marconi crescent,,,9374535,4,NoRole
rec-28217-org,rec-59958-org,spa,m,,19680811,mr,annabelle,tmez,wa,south guildford,2232,39,burkitt street,gsala view,8 30021668,6423284,0,NoRole
rec-81258-org,rec-12018-org,chi,m,25,19910710,,isabella,guo,vic,korumburra,5043,40,madsen place,,08 16849277,8546788,5,NoRole
rec-30642-org,rec-26534-org,tur,f,29,19870613,,kate,isa,nsw,toowoomba,4159,41,mccabe crescent,,02 28807006,4514587,8,NoRole
rec-8063-org,rec-25199-org,ina,f,30,19860810,,renee,tjandra,nsw,mogendoura,4113,15,mac george place,learning earth farm,2 71520894,1079042,1,NoRole
rec-30724-org,rec-85300-org,ina,f,8,20081118,,felicity,setiawan,qld,murarrie,2448,20,kadina crescent,,03 91684718,3345893,2,NoRole
rec-48472-org,rec-54806-org,afr,m,32,19840511,,andrew,pretorius,nsw,mulwala,5091,88,disney court,wyuna,2 93022936,8621817,0,NoRole
rec-17592-org,rec-56134-org,chi,m,25,19910526,,malakai,ding,,forth,2765,108,dennis street,palazz,04 73064586,9526871,6,NoRole
rec-8941-org,rec-60026-org,eng,,,19550820,ms,nell,fairbairn,vic,mount moriac,3960,8,flanagan street,,04 93478935,6842065,0,NoRole
rec-77303-org,rec-62517-org,eng,f,,19581108,,madison,abram,vic,grantville,3028,50,wheeler crescent,villa 2,618 51291907,3894350,6,NoRole
rec-7518-dup-0,rec-18435-org,usa,r,29,19870525,,charlotte,heoss,qld,maclea island,4781,19,mullan street,summerdale medical centre,03 88427658,8401156,2,NoRole
rec-53135-org,rec-76594-org,usa,f,,,,prudence,romero,,thornlie,3013,7,hartog street,eventide homes,03 23371666,5609248,4,NoRole
rec-30027-org,rec-87157-org,eng,f,,19791227,,emma,bloxam,nsw,griffith,7310,74,,pals-newydd,2 31479991,4990098,8,NoRole
rec-4221-org,rec-7139-org,usa,f,34,19820517,,natalia,mullins,nsw,glenorie,4737,77,birdwood street,,612 95626303,5076654,0,NoRole
rec-23042-org,rec-9934-org,chi,f,20,19960213,,koben,shi,,wannamal,3101,61,snowden place,morgiana,02 82132809,8364342,8,NoRole
rec-82853-org,rec-997-org,usa,f,32,19840101,mr,,patrick,qld,orange,3315,33,woolner circuit,,613 97667534,1727907,5,NoRole
rec-52124-org,rec-87878-org,jap,f,24,19920519,,lucas,kaima,nsw,northbridge,4670,12,jalanga crescent,strabane,02 08761218,2480128,6,NoRole
rec-29423-org,rec-85708-org,eng,f,30,19861010,dr,keelin,bloxam,nsw,harefield,2869,19,wybalena grove,,2 90375758,4501073,0,NoRole
rec-20050-dup-0,rec-24164-org,ger,f,,19660929,,julina,schone,viu,loch,4181,99,tullaroopgstreet,,08 83254213,9110723,4,NoRole
rec-46904-org,rec-34779-org,unk,f,30,19860821,ms,louis,streich,nsw,mylestom,3384,1079,kennerley street,pepinmarti,612 03196833,8940579,0,NoRole
rec-6534-org,rec-24081-org,chi,m,35,,pfc,natalee,hong,,moura,2758,7,whitelegge close,,07 71588548,9131303,8,NoRole
rec-36593-org,rec-59085-org,usa,m,25,19910817,dr,kylee,pena,wa,mckail,7052,26,ragless circuit,st george,08 70243462,2438830,3,NoRole
rec-25035-org,rec-3811-org,eng,f,31,19850510,,nathan,banister,vic,kurunjang,3122,191,glover street,heather court,08 52656648,8754453,8,NoRole
rec-19960-dup-0,rec-37231-org,unk,f,39,19860214,,liy,abar,qld,wooroona,2206,20,groveland crescent,,3 10190873,4433717,0,NoRole
rec-86690-org,rec-17665-org,rus,,31,19850102,,grace,tabanov,vic,sovereign hill,3850,51,maltby circuit,lignum,08 40455512,7840486,9,NoRole
rec-3849-org,rec-4139-org,chi,m,44,19721105,ms,jett,duanmu,sa,cowandilla,6227,35,fitchett street,,07 12807475,1005468,1,NoRole
rec-60680-dup-0,rec-29121-org,ita,m,38,19780371,ms,charuotte,alighdieri,nsw,adaminaby,4159,370,clifford vcrescent,,612 27362283,7830268,9,NoRole
rec-34001-org,rec-18928-org,gre,m,,19240815,,caleb,karfitsa,qld,robina,2283,27,harris place,belmont bayview park,,2510505,3,NoRole
rec-62140-org,rec-32807-org,nor,f,13,20030526,,macey,thymann,vic,rochedale south,2533,28,bokhara circuit,north star resort,618 36241806,8164667,2,NoRole
rec-2962-dup-0,rec-21183-org,ger,f,12,19950521,,chloe,larenz,wq,leinster,4218,263,,,,1927046,4,NoRole
rec-53846-org,rec-17824-org,ind,f,,19591013,,georgia,gurdasani,sa,pooraka,2539,36,boustead circuit,,07 48174772,1714928,9,NoRole
rec-55351-org,rec-84065-org,eng,f,40,,pfc,lachlan,sands,nsw,marulan,2358,9,prior place,,612 19094170,1243198,8,NoRole
rec-53295-org,rec-54673-org,ind,,24,19921223,,ebony,chhotarmal,,tea tree gully,4511,122,boobialla street,,02 81733799,2552587,2,NoRole
rec-518-dup-0,rec-67136-org,chi,,39,19770512,,evsn,bing,nsw,old guildford,4680,4,mawson drive,henry kemball village,02 18922032,3105097,7,NoRole
rec-50276-org,rec-71344-org,ina,f,11,,,christopher,,qld,nelia,4216,36,findlay street,,03 45319262,9379087,9,NoRole
rec-25076-org,rec-2655-org,usa,f,34,19820611,,ryan,mcconnell,nsw,narara,5016,12,tytherleigh street,montrose,612 93821393,9956324,2,NoRole
rec-16770-org,rec-26557-org,nor,f,31,19850504,pfc,mhary,solskaer,vic,whittlesea,5011,42,saxby close,,08 10447363,8060955,2,NoRole
rec-30525-org,rec-42095-org,ger,f,31,19850828,ms,nemesia,hengstenberg,qld,evanslea,5253,1,prendergast street,,3 25485323,4440752,0,NoRole
rec-49870-org,rec-40187-org,ind,f,24,19920924,ms,sophie,manchanda,vic,meredith,4304,168,catchpole street,,8 32217847,9988496,9,NoRole
rec-24907-dup-0,rec-83763-org,usa,f,31,19850413,dr,trujillo,eliza,nsr,albion park,3085,12,phillip avenue,,612 22768871,6160276,3,NoRole
rec-11873-org,rec-72936-org,eng,f,,19341220,,jack,victor,nsw,tumbarumba,3224,17,rooney place,,2 29379671,6020394,5,NoRole
rec-50733-org,rec-45727-org,unk,f,35,19810521,pfc,danny,aani,nsw,bilambil,2122,98,starke street,,02 88390581,7068189,2,NoRole
rec-14803-dup-0,rec-11726-org,chi,v,24,19912116,ms,benjamyin,jyang,wa,yeal,4304,17,,,08 52138186,3633373,9,NoRole
rec-69460-org,rec-43756-org,fre,m,20,19960513,mr,,lefebvre,vic,ravenswood,2444,2,beedham place,,618 20323800,4851786,1,NoRole
