rec_id,rec2_id,culture,sex,age,date_of_birth,title,given_name,surname,state,suburb,postcode,street_number,address_1,address_2,phone_number,soc_sec_id,blocking_number,family_role
rec-3594-org,rec-8826-org,fin,m,25,19910912,mr,rachael,luukkonen,vic,daisy hill,4680,49,river street,,8 27069344,9268703,5,NoRole
rec-5102-org,rec-293-org,usa,m,22,19940619,,david,lara,vic,hordern vale,2641,48,westhoven street,,618 02353829,9605644,8,NoRole
rec-5644-dup-0,rec-6712-org,eng,d,,19250015,,ellen,ryers,ql,ashgrove,2480,17,lowanna gstreet,,3 83805071,4524817,5,NoRole
rec-7648-org,rec-7879-org,usa,,34,19820911,ms,sarah,carrillo,qld,west prairie,5044,6,mary potter circuit,kalinda park,613 84659707,2320122,4,NoRole
rec-5387-org,rec-1058-org,unk,f,23,19930930,pfc,lily,strawbridge,qld,,2530,1,michaelis court,,613 11899651,9486229,2,NoRole
rec-3733-org,rec-1659-org,usa,f,30,19861103,,aidan,serrano,wa,mariginiup,2607,4,tarrant crescent,eurunderee,8 88492122,2928208,9,NoRole
rec-2878-dup-0,rec-2121-org,tha,,,19400205,ms,zack,,nsw,kilmqny,3153,3707,lyttletonc rescent,,8 98167335,4369095,4,NoRole
rec-6081-org,rec-7292-org,eng,m,31,19850304,,aidan,turnbull,nsw,stanwell tops,2642,48,tauss place,royal queensland yacht squadron,04 68504446,5827112,9,NoRole
rec-6772-org,rec-227-org,,,30,19861207,ms,aikaterina,adair,sa,sherlock,3073,18,conigrave place,,07 26289673,1799915,5,NoRole
rec-4936-dup-0,rec-6894-org,eng,f,9,20071024,,sofie,traves,nsr,brighton,2196,17,woodgatestreet,berkeley vlge,02 81383374,0177943,3,NoRole
rec-8614-org,rec-2960-org,ger,,24,19920509,,michael,strick,vic,johanna,3012,39,orkney place,hawkins masonic vlge,8 93282548,7262645,8,NoRole
rec-8201-org,rec-776-org,por,f,26,19900514,ms,douglas,dano,vic,botany,2071,20,dumaresq street,,618 37206141,6830155,4,NoRole
rec-1649-org,rec-2689-org,pak,f,24,19920108,mr,luke,mohano,vic,lindenow south,4109,22,douglass place,burrawan,618 65951973,1270234,1,NoRole
rec-5850-org,rec-5896-org,eng,m,39,19771109,mr,emma,edwardson,nsw,kooragang,2560,305,moor place,,612 58496944,9338330,3,NoRole
rec-8914-org,rec-663-org,fin,f,25,19911002,,jaiden,hurskainen,act,canberra business centre,4005,3,collier street,,2 70444704,7431808,8,NoRole
rec-4456-org,rec-503-org,eng,f,24,19920730,mr,james,alfredson,vic,boorhaman,7004,20,mcnicoll place,,618 38888823,4042575,5,NoRole
rec-6581-org,rec-5848-org,unk,f,,19041023,,william,aarts,wa,marble bar,3214,105,mawson drive,garden est,08 37621966,3933883,5,NoRole
rec-1736-dup-0,rec-5016-org,ind,f,,19251296,pfc,jorl,prezeti,nsw,maryland,3188,309,burtt crescent,,612 74194705,7119900,4,NoRole
rec-6506-org,rec-5901-org,usa,f,34,19820520,,jaime,francis,sa,frewville,3068,57,tillyard drive,mannibadar,07 57993472,6673007,9,NoRole
rec-3563-org,rec-1938-org,usa,f,34,19820310,,ethan,howell,wa,wickepin,2019,179,leach street,,8 27381790,4425817,6,NoRole
rec-380-org,rec-546-org,usa,f,21,19950520,,brianna,wiggins,vic,krowera,3206,67,raphael close,,8 16122299,4647450,8,NoRole
rec-2001-org,rec-4944-org,usa,f,36,19800727,,jack,hinton,qld,mount mort,2615,32,dexter street,,03 85467840,9653334,8,NoRole
rec-8956-org,rec-3662-org,usa,f,8,20080924,,jacqueline,valentine,vic,delahey,2625,6,ferdinand street,,08 56770960,3341832,4,NoRole
rec-6759-org,rec-1656-org,ser,f,,19281007,,alisa,sertic,sa,cavan,5422,7,wollaston place,sheep station,07 51881772,8563251,5,NoRole
rec-679-org,rec-6549-org,eng,,34,19820929,mr,kiana,royceston,qld,te kowai,3021,24,musson close,,613 51981864,5838427,0,NoRole
rec-6319-org,rec-4314-org,eng,f,,19570619,ms,benjamin,rogerson,qld,booral,2525,79,dixon drive,clifton vlge,3 30237350,1237544,5,NoRole
rec-5307-dup-0,rec-5325-org,eng,f,,19440609,,harry,herbret,wa,alkixmos,3130,4,birdwood dstreet,village on the green,8 35796135,7767094,2,NoRole
rec-6551-org,rec-5679-org,chi,f,36,19800527,,alexandra,lai,qld,chirn park,3072,261,nina jones crescent,bunya highway,3 45902030,6374084,8,NoRole
rec-2512-org,rec-2147-org,eng,,40,,,anthony,seaver,qld,bundaberg central,2114,670,pickering street,,03 27198448,8536795,1,NoRole
rec-8150-org,rec-8951-org,eng,f,27,19890109,,teagan,bloxham,wa,wittenoom,6009,21,cowdery place,,08 77914112,7165287,8,NoRole
rec-6769-org,rec-8599-org,eng,,21,19950122,mr,jye,gardiner,nsw,isabella,5211,17,lamport place,kiandra,612 80014824,2704006,6,NoRole
rec-8079-org,rec-1932-org,eng,f,28,,,alicia,archer,nsw,north narooma,2603,23,hinkler street,,08 47954262,4480719,6,NoRole
rec-8921-org,rec-7-org,ger,,34,19820114,,april,kuehne,vic,nathalia,3028,11,taylor street,,618 68540595,4096025,1,NoRole
rec-4547-dup-0,rec-3510-org,,m,28,19889011,,briana,kizmanic,njsw,junctio hill,3103,37,albermarle place,,612 84034609,3015125,4,NoRole
rec-2181-org,rec-2790-org,eng,f,,19610227,dr,adam,ibbott,vic,ardmona,2611,203,beedham place,,618 87407222,4474520,5,NoRole
rec-1101-org,rec-8972-org,usa,m,22,19941231,,lillian,deleon,qld,boolboonda,3032,8,maynard street,,3 97029971,4974201,6,NoRole
rec-4727-org,rec-5422-org,usa,,28,19881120,,hannah,little,nsw,burrawang,2914,110,lampard circuit,,,6770030,4,NoRole
rec-7910-dup-0,rec-190-org,usa,f,,19270171,,thomae,wilkibson,w,scott river,2289,9,hagon place,,618 45249827,5231773,2,NoRole
rec-7507-org,rec-5258-org,ser,,27,19890421,,flynn,barac,nsw,deua,3012,8,ballarat street,deuverney,2 06602613,5832375,6,NoRole
rec-2926-org,rec-182-org,chi,f,29,19870715,ms,iain,zhuang,vic,gobur,2444,301,paul coe crescent,gillabri,08 73568928,5114740,0,NoRole
rec-2639-org,rec-8963-org,usa,,,19720910,,mitchell,humphrey,nsw,concord,3724,44,goodchild street,tamview,02 61351307,9453036,1,NoRole
rec-1006-org,rec-6249-org,usa,f,,,,charlotte,franco,,stanmore,5081,15,currie crescent,,,6167845,4,NoRole
rec-1818-org,rec-4152-org,eng,m,,19450501,ms,alia,victor,qld,kinbombi,3184,4,piddington street,glenview,3 63821623,8301999,0,NoRole
rec-2500-dup-0,rec-8488-org,unk,n,35,19811008,,,aaron,nsw,palmvale,2200,8,miva station,fullagar crescent,2 15962567,4953807,5,NoRole
rec-5075-org,rec-4845-org,usa,f,,19910406,,zara,king,qld,moombra,3691,4,paul coe crescent,,613 65089720,3238546,9,NoRole
rec-2793-org,rec-8891-org,eng,f,29,,,lucy,martins,nsw,karangi,4034,21,barber crescent,brindabella specialist centre,2 95047606,8187164,9,NoRole
rec-2862-dup-0,rec-5283-org,usa,f,,19870541,,gabrieole,kemp,sv,upper hermitage,2145,16,street mueller,,617 92099969,5865791,7,NoRole
rec-5169-org,rec-5397-org,usa,,24,19921015,mr,joel,cotton,nsw,bellevue hill,2340,34,jackie howe crescent,the willows,02 66289812,1090885,9,NoRole
rec-3679-org,rec-2185-org,spa,f,9,20070522,,mary,pinzon,qld,mudjimba,7302,13,,geebung,03 19461140,7685474,7,NoRole
rec-5809-dup-0,rec-3408-org,unk,v,28,19880723,hon,bradkey,aaternur,,currimndi,2232,22,abernethy dstreet,,02 06648249,3596516,3,NoRole
rec-8468-org,rec-6134-org,eng,f,26,19900701,,caitlin,hooker,sa,willunga,2485,5,molesworth street,,617 54340207,4567335,7,NoRole
rec-4690-org,rec-5611-org,tha,m,29,19871007,dr,amber,samenem,,punchbowl,5112,11,bambridge street,nunkeri (cnr linburn r road,07 12921669,7542849,2,NoRole
rec-2059-dup-0,rec-1013-org,eng,d,26,19901023,,liam,snycers,,tarragindi,5074,98,throsby crescent,,03 74562085,6384598,8,NoRole
rec-6144-dup-0,rec-8745-org,ita,f,36,19801006,,liam,colomxbi,sa,bridgeuwater,1248,17,truscott street,,07 49468615,1800427,9,NoRole
rec-7730-org,rec-8129-org,eng,f,10,20060602,ms,sophie,abrahamson,nsw,north haven,3125,102,robertson street,avonleigh,2 91165954,8269592,3,NoRole
rec-338-org,rec-6038-org,tha,f,27,19890321,,liam,charoen,sa,montacute,3201,3,mcnamara street,cranleigh,03 79399888,9194108,0,NoRole
rec-4157-dup-0,rec-6754-org,ger,f,30,19861029,,alexader,graupnar,qkd,kennedy,2216,45,barraclougb crescent,,04 74496674,8443504,0,NoRole
rec-2686-org,rec-1216-org,ser,f,29,19871105,ms,chloe,alinavec,qld,kin kin,3446,16,percival street,mountview,03 30788228,1205461,9,NoRole
rec-6993-org,rec-6190-org,unk,f,36,,pfc,andrew,scirri,wa,dampier peninsula,2166,20,dennys place,amble side garden,618 41273535,8743726,4,NoRole
rec-2797-org,rec-3638-org,ger,m,34,19820706,mr,flynn,wegl,vic,wyuna,2250,39,abernethy street,,8 23643336,8044017,0,NoRole
rec-3220-org,rec-7484-org,ind,m,26,19900420,hon,kiandra,simha,nsw,dyers crossing,3131,45,dianella street,frost mews,2 03877794,2656519,3,NoRole
rec-7388-org,rec-6198-org,unk,,34,,mr,charlie,strahn,,williamstown,2261,6,shakespeare crescent,,07 87404202,1793801,5,NoRole
rec-5986-dup-0,rec-8284-org,,,28,19880721,,brianna,chofe,vic,woornoo,4208,3,bertram street,clifden,,1113382,5,NoRole
rec-476-org,rec-5352-org,eng,f,,19790907,,tahni,morriss,vic,braeside,2113,28,backhouse street,,8 33330981,5096543,4,NoRole
rec-921-org,rec-8896-org,unk,f,33,19830625,,blayke,stranger,vic,tylden,4670,32,meiklejohn place,kiaora,618 00770599,9439985,7,NoRole
rec-2406-org,rec-8401-org,unk,f,11,20050314,,,abbetmeyer,vic,frankston,2177,31,rosenthal street,grandview,8 72070746,1565418,3,NoRole
rec-7120-dup-0,rec-7804-org,unk,v,30,19860107,,georgia,aakhe,vic,ardmona,3132,8,faithfull circuit,,08 33400488,9777702,1,NoRole
rec-8482-org,rec-3413-org,usa,f,33,19831222,,ainsley,mayo,nt,ramingining,2759,96,fleming street,,613 48560774,2491539,0,NoRole
rec-948-org,rec-3999-org,unk,m,,19510623,,sam,sciacca,qld,orallo,3690,8,monkman street,,08 55032784,5704163,5,NoRole
rec-8847-dup-0,rec-2801-org,gre,m,,19800916,,jasmyn,couloumbis,nss,rous ill,4105,31,perrin cirduit,,02 76199864,8252949,7,NoRole
rec-1141-org,rec-7895-org,eng,f,25,19910811,,shenae,abrahamson,nsw,clontarf,5035,17,collicott circuit,,02 08338534,6995490,7,NoRole
rec-8007-org,rec-4221-org,ind,f,30,19861219,,joshua,puja,vic,bogong,2322,22,aspinall street,,8 57425920,8145399,9,NoRole
rec-4166-org,rec-7996-org,eng,,33,19830225,ms,trey,christophers,qld,coolabunia,0845,18,giles street,pinelea,03 64876815,2306109,2,NoRole
rec-7858-org,rec-4873-org,ina,m,33,19831014,ms,kyle,budiman,vic,upper coomera,6232,4,paul coe crescent,university shores,08 82177178,7591292,6,NoRole
rec-6473-dup-0,rec-5057-org,usa,c,,19140928,,riley,bopth,s,bridgewater,2500,24,mugglestone place,,07 41843967,6088008,5,NoRole
rec-7008-org,rec-8991-org,eng,f,35,19810307,,noah,bateson,vic,doncaster,2652,6,,james milson retrmnt vlge,618 43224683,6606282,3,NoRole
rec-5685-dup-0,rec-5996-org,ara,,25,19911016,pfc,jacynta,hadiyah,nsw,,2177,598,ennor crescent,old post office,2 45349195,9848173,4,NoRole
rec-4987-org,rec-904-org,unk,f,23,,ms,raquel,strapp,qld,mighell,2071,16,lennard street,,3 92840473,2479811,4,NoRole
rec-7223-org,rec-1133-org,eng,m,31,19851130,,nathan,whittemore,qld,benowa,4124,95,swanton street,lorikeet caravn park,3 65280403,6867665,9,NoRole
rec-3173-org,rec-6147-org,eng,f,30,19861218,,patrick,murdoch,nsw,north rocks,3113,32,tregellas crescent,the heights,02 54229602,5895777,6,NoRole
rec-8981-org,rec-7235-org,eng,f,21,19950410,,matteus,upton,wa,,2073,990,,,8 11874874,7767996,6,NoRole
rec-5723-org,rec-3736-org,usa,f,10,20061017,,brooke,suarez,nsw,lockhart,3777,1,roughsey place,,2 15108187,5557563,2,NoRole
rec-7623-org,rec-6116-org,unk,f,25,19911215,,laura,scopel,vic,durham ox,4405,7,vidal street,,618 36128680,8668599,8,NoRole
rec-5958-org,rec-5356-org,rom,f,29,19870802,mr,bailey,dalakis,nsw,glenfield,4218,7,rumbelow court,,02 81468394,4154316,7,NoRole
rec-3338-org,rec-1624-org,chi,m,32,19841202,ms,amber,ling,sa,stonyfell,5022,11,lanyon homestead,,617 06413065,9599671,4,NoRole
rec-2801-org,rec-1427-org,dut,f,24,,,emma,tullier,vic,clayton south,6030,6,,st francis village,08 99014409,5656215,9,NoRole
rec-158-org,rec-5885-org,eng,,,19741227,ms,william,attwater,qld,dundula,3011,12,oliver street,,613 29186546,3881578,6,NoRole
rec-3771-org,rec-7107-org,chi,f,,19400321,mr,andrew,chuko,nsw,turill,3072,25,goodparla street,,02 21935568,1430489,5,NoRole
rec-5655-dup-0,rec-2283-org,chi,f,32,19841029,,szeto,corie,vic,deer park east,5102,9,tyrrell ircuit,,,9175083,7,NoRole
rec-5244-org,rec-8641-org,eng,f,23,19931013,mr,emiily,samuels,nsw,guyra,3037,,verney place,gogulger stock,02 58778340,4730098,2,NoRole
rec-7259-org,rec-6620-org,chi,f,28,,,patrick,hsin,,casino,4410,3,nunan crescent,kyalla,03 18573255,1147230,7,NoRole
rec-4350-org,rec-504-org,eng,f,35,19811014,ms,alexander,taggart,vic,yan yean,3215,73,ashburner street,,8 01636248,4567868,1,NoRole
rec-5344-org,rec-1492-org,ser,f,,,,holly,baric,qld,buninyong,3909,30,herschell circuit,,613 51349687,6055638,2,NoRole
rec-1603-dup-0,rec-3153-org,afr,f,26,19900525,dr,charotte,diouf,wa,rudds glly,2106,24,barunga street,,8 61367631,8433215,7,NoRole
rec-5118-org,rec-7827-org,ind,f,,19580118,,tyron,attwal,nsw,burrinjuck,4078,27,broadsmith street,oaklands village,02 70052133,8979018,4,NoRole
rec-568-org,rec-6866-org,usa,,40,19760701,,georgia,underwood,vic,mount buller,4500,37,oxley street,king ash bay,8 52250359,8865819,8,NoRole
rec-2306-dup-0,rec-6186-org,eng,,,19201220,ms,aledia,hawk,vic,stratford,6056,145,chewings stcreet,,8 64011198,1432774,6,NoRole
rec-4023-org,rec-5328-org,ind,f,,19920624,,timothy,neerja,vic,bolton,2234,16,kosciusko avenue,,618 89016692,9829836,1,NoRole
rec-518-org,rec-2693-org,usa,f,25,19910527,,benedict,horn,vic,prospect,2176,,baddeley crescent,kellwood,08 67217938,4816242,1,NoRole
rec-2721-org,rec-7490-org,eng,f,21,19950814,,charli,witherspoon,wa,picton,5051,9,french street,,,1866136,3,NoRole
rec-2883-org,rec-3695-org,ger,f,30,19860109,pfc,samantha,roethlisberger,nsw,williamtown,4122,7,ashburner street,,08 48160207,4326881,2,NoRole
rec-8796-org,rec-3586-org,usa,f,26,19900820,,alicia,vinson,tas,takone,6105,15,churches centre,,7 71076338,7065533,4,NoRole
rec-850-org,rec-1202-org,ina,f,33,19830527,ms,sienna,tjandra,nsw,ganmain,2850,41,corona place,,612 69418031,3824714,2,NoRole
rec-3838-org,rec-1276-org,ind,,29,19870314,,chelsea,punati,vic,woomelang,4067,385,denovan circuit,rosehill,618 89693145,5268215,2,NoRole
rec-5941-dup-0,rec-3031-org,chi,,,,,lachlna,na,nww,queebscliff,4173,17,flinders way,,612 67594282,7659479,3,NoRole
rec-5136-org,rec-8177-org,eng,,26,19900103,,daniel,smedley,vic,koorlong,4216,22,elsey street,rothwell,,6288864,1,NoRole
rec-5903-org,rec-1321-org,eng,f,28,,ms,morgan,salvage,nsw,the entrance,4304,7,harbison crescent,kalang,2 56719761,6645381,5,NoRole
rec-2073-org,rec-1385-org,ger,,30,19860626,,henry,isekenmeir,vic,mccrae,5062,222,,thurlgona,08 98650194,7333784,5,NoRole
rec-1121-org,rec-5277-org,usa,,25,19910719,mr,elana,cooley,qld,oakhurst,4164,102,bennelong crescent,yarrandale,3 25169723,6508242,2,NoRole
rec-1820-org,rec-5391-org,ger,m,30,19861230,,joshua,klinger,sa,melville,5540,4,collings street,iowanna,07 92146554,8330222,3,NoRole
rec-5696-dup-0,rec-5455-org,usa,f,32,19840201,,rosw,pacjeco,nsw,telarah,5048,96,coplanddrive,central park,2 59986434,9020743,7,NoRole
rec-3322-org,rec-8291-org,chi,f,26,19901112,,noah,ching,wa,hovea,2027,23,slessor crescent,,08 86484492,9285539,2,NoRole
rec-6215-org,rec-5248-org,chi,m,28,,,samuel,shuk,qld,nebo,2025,500,denny street,,613 70520310,8418651,4,NoRole
rec-486-org,rec-4490-org,eng,m,22,19940328,,keahley,rigby,vic,carrum downs,3214,38,fernyhough crescent,,618 16298439,8640547,5,NoRole
rec-1922-org,rec-2955-org,usa,m,30,19861027,ms,,molina,,noble park,7006,23,lamb place,,07 54532325,2155464,1,NoRole
rec-2692-org,rec-1858-org,eng,f,20,19961130,ms,maria,oakley,qld,aloomba,4163,11,mackennal street,glenhurst,3 95733679,4280970,3,NoRole
rec-6157-org,rec-7462-org,usa,f,,19681029,,aimee,snow,sa,henley beach south,3931,31,jardine street,carowood,07 19434796,4331709,2,NoRole
rec-2917-org,rec-2343-org,usa,f,34,19820816,,thomas,raymond,vic,sassafras,7018,98,ross smith crescent,,618 65651492,1667137,8,NoRole
rec-8014-org,rec-1859-org,usa,f,31,,,,conway,vic,murrindindi,6430,160,hawkesworth place,,04 99054033,1388114,5,NoRole
rec-3437-org,rec-3496-org,ina,f,11,,,ebony,lie,vic,south kingsville,3199,24,pieman crescent,navan park,,2141089,7,NoRole
rec-3236-org,rec-689-org,ser,m,5,20110417,pfc,angie,milanova,,mount eliza,2705,14,fraser court,lot nq,03 79304263,8777898,8,NoRole
rec-8153-dup-0,rec-7906-org,ind,m,24,19740825,ms,aiadn,mrudaya,ns,mabins well,5043,22,,,,9757438,8,NoRole
rec-1109-org,rec-1499-org,usa,m,11,20050929,,alisa,keith,nsw,charlestown,3169,33,waterman place,,612 76753210,4352190,9,NoRole
rec-1672-org,rec-7184-org,ara,f,22,,,jesse,mehr,vic,fern hill,2067,63,kallara close,,8 68065864,7506580,2,NoRole
rec-3661-org,rec-7386-org,chi,f,23,19931125,pfc,luke,loo,qld,felton south,2830,6,mighell place,cliffdon park,3 95955993,4235341,6,NoRole
rec-2395-dup-0,rec-1570-org,usa,f,33,19830710,,cristoforo,rivams,vic,blwohard,2299,5123,jabanunggc avenue,,8 41145280,5710553,0,NoRole
rec-2841-org,rec-2153-org,usa,f,29,19871001,,tristan,velazquez,nsw,werri beach,6107,27,logan street,byado,02 50260144,9842013,6,NoRole
rec-345-org,rec-1744-org,eng,f,,19010323,mr,shanaye,haywood,wa,dangin,3095,21,froggatt street,,8 08407234,4437233,8,NoRole
rec-7444-org,rec-4343-org,iri,,21,19950608,ms,tara,cavanaugh,nsw,annangrove,2830,165,riddell court,,612 68843353,1454869,6,NoRole
rec-529-org,rec-2682-org,ger,,,19201023,,bethany,sschwendt,sa,port pirie,0850,7,campbell street,crown reserve,617 27080434,6113120,9,NoRole
rec-4965-org,rec-1907-org,chi,f,,19751108,,,peng,nsw,lismore,2120,26,ferdinand street,kerry street,2 34736194,3751800,5,NoRole
rec-2620-dup-0,rec-1170-org,unk,d,,19600703,sgt,cooper,streckfuss,wa,windsor,4147,10,condaminw street,,8 79315582,3834233,2,NoRole
