rec_id,rec2_id,culture,sex,age,date_of_birth,title,given_name,surname,state,suburb,postcode,street_number,address_1,address_2,phone_number,soc_sec_id,blocking_number,family_role
rec-3146-dup-0,rec-1939-org,chi,m,10,19870330,,,sek,nswt,tuckurimba,2617,5,casey ceescent,,2 97069126,4748961,3,NoRole
rec-1012-org,rec-2825-org,usa,f,,19291119,ms,harrison,kemp,qld,runcorn,3175,28,rosman circuit,perisher valley,03 20385395,6386287,6,NoRole
rec-792-org,rec-3260-org,eng,f,21,19950917,ms,thomas,hanley,qld,bittern,2429,19,saggers close,,613 39383160,6646254,8,NoRole
rec-2691-org,rec-3767-org,eng,f,,19511027,ms,gabriel,moors,qld,cape moreton,4216,28,duffy street,,613 35841109,7210266,6,NoRole
rec-2317-dup-0,rec-1106-org,usa,,,19060313,,courtney,livingsnton,nsq,ocean sehores,3576,30,forbes srreet,,02 51437022,2917848,9,NoRole
rec-3756-org,rec-1923-org,abo,,20,19960913,,ky,ofanengaue,nsw,the rocks,4121,12,henderson street,,2 76474194,5067456,1,NoRole
rec-1314-org,rec-1608-org,tur,f,34,19820927,,charlie,madakbas,nsw,broome,2337,26,fullerton crescent,,02 59977213,4601750,7,NoRole
rec-3619-org,rec-3699-org,chi,,,19400321,ms,kira,leng,nsw,ballimore,2560,10,coverdale street,,2 89007574,3539920,3,NoRole
rec-2126-org,rec-813-org,chi,,25,19910227,ms,charlotte,ga,wa,burlong,3116,46,guthridge crescent,,618 63183681,9481800,9,NoRole
rec-3347-org,rec-2715-org,usa,f,7,20090212,,rosa,armstrong,,anglesea,6026,23,gawler crescent,,07 04301036,1834238,2,NoRole
rec-3339-dup-0,rec-2552-org,iri,f,25,19910623,ms,tiahnee,hanifan,nsw,6725,west wollongong,3,davenport street,bluegum,02 10939479,6157753,0,NoRole
rec-623-org,rec-1695-org,eng,m,25,19910312,mr,sophie,northrop,wa,calingiri,2232,17,fowles street,,618 34714002,5529690,1,NoRole
rec-3994-dup-0,rec-1674-org,eng,f,21,19950226,,isabrlla,davison,nsw,greenacre,2454,1,hopegooe place,,02 21061993,6039613,4,NoRole
rec-439-org,rec-3555-org,chi,f,29,19870802,ms,charlie,xie,qld,leydens hill,4350,28,batman street,yalgoora,03 46378326,5682616,7,NoRole
rec-3465-org,rec-2864-org,unk,f,10,20061004,,sarsha,abbatista,nsw,harbord,2546,24,,,02 27094934,7153219,9,NoRole
rec-651-dup-0,rec-597-org,eng,f,32,19791018,,chritian,pryor,vif,mapgie,4102,20,conifer avenue,,618 87825201,2699547,2,NoRole
rec-232-dup-0,rec-522-org,unk,r,24,19921224,,kyel,scoby,nsw,argenton,2451,147,bardsley place,,612 03275617,7222133,1,NoRole
rec-3618-org,rec-1500-org,abo,,,,,katelyn,yunipingu,sa,north haven,6102,61,macpherson street,tantallon,07 04873826,9120758,1,NoRole
rec-3763-dup-0,rec-1419-org,usa,b,22,19915010,rev,alexandra,bentln,vic,melbourne airport,6017,136,peacock place,argyle village,08 06194585,1369549,0,NoRole
rec-2320-org,rec-1850-org,ser,f,,19280804,,,sipran,qld,blackdown,2049,51,naas road,,613 80372876,7706543,8,NoRole
rec-3917-dup-0,rec-3359-org,eng,f,36,19810018,,aml,earlson,nsw,st ives chase,3033,15,crichton rescent,,612 04457066,5147861,6,NoRole
rec-3613-org,rec-2544-org,eng,f,,19320520,,madeleine,sands,nsw,woolomin,3107,93,macdonald place,,04 90893418,2735326,0,NoRole
rec-407-org,rec-952-org,ger,f,12,20040404,,sarah,sulzbach,nsw,legume,3377,202,horbury street,,02 37520961,1376428,8,NoRole
rec-809-dup-0,rec-786-org,usa,f,34,19921231,ms,talia,milws,,wynward,3644,192,kinkead sreet,new lyn farm,08 18620598,5948259,1,NoRole
rec-1943-org,rec-195-org,eng,,33,19830815,,pino,pemberton,vic,carlton,3101,19,beaumont close,,03 94947972,1126952,2,NoRole
rec-3286-org,rec-3582-org,chi,f,35,19810307,,reuben,men,,preston,3121,25,rohan rivett crescent,,03 39901248,9120544,5,NoRole
rec-2622-org,rec-451-org,usa,,28,19880515,,brendan,ratliff,vic,ravenswood,3068,145,chewings street,billen cliffs caravn park,618 59421042,6874417,8,NoRole
rec-2437-dup-0,rec-3964-org,eng,f,23,,,hartie,prescott,nsw,lemon tree passage,4530,4,canberra avenue,,02 16087753,5554798,3,NoRole
rec-2333-org,rec-1143-org,chi,f,,19780515,,noah,zhan,wa,robina,6112,56,,,618 71960542,4832131,0,NoRole
rec-3067-dup-0,rec-3729-org,usa,m,41,20051623,dr,andie,ballard,sa,,4153,5,fred johns rcescent,neerenuff cottage,07 56524887,7626637,5,NoRole
rec-3229-org,rec-1642-org,usa,m,31,,ms,joel,carey,sa,sandy creek,4160,24,nardoo crescent,,617 43172711,3006103,0,NoRole
rec-1164-org,rec-364-org,ind,f,32,19840610,ms,campbell,mhambrey,vic,bundalong,3041,35,allchin circuit,canberra hse,8 94481508,2032504,0,NoRole
rec-2362-dup-0,rec-2849-org,ind,,,19181213,,daniel,soumodip,qlf,burrum fiver,2261,41,wilkin sstreet,,3 17619119,2627177,7,NoRole
rec-2620-org,rec-353-org,eng,,28,19880630,,louis,milford,nsw,mount kembla,2290,1397,barnett close,,612 88557198,9457661,9,NoRole
rec-1363-dup-0,rec-768-org,jew,,27,19870328,,caitkin,pirbright,viv,fingal,3033,2056,boroniaqdrive,,08 41981898,2427924,6,NoRole
rec-1626-org,rec-2824-org,usa,f,23,19931105,ms,sascha,adkins,nsw,warriewood,7320,39,de smet place,,612 97424712,4985967,5,NoRole
rec-45-org,rec-2539-org,eng,f,,19150428,,joshua,josephs,nsw,south arm,3922,3,beattie crescent,tiverton,612 11250235,7547100,2,NoRole
rec-2936-dup-0,rec-2209-org,eng,m,,19990610,,shauj,booner,qld,septieus,3175,2,everard sreet,,3 34433754,6617455,7,NoRole
rec-1481-org,rec-2784-org,chi,,32,19840619,mr,aneka,gu,sa,coomandook,5064,4,wattle street,engelbert wing,07 32837153,2779767,8,NoRole
rec-1108-dup-0,rec-99-org,unk,f,24,19860513,dr,danfe,scogin,vic,scarboough,2061,7,badimara dtreet,cooorora,8 05091664,7420188,2,NoRole
rec-406-org,rec-15-org,usa,m,,19510719,ms,paige,rios,,caulfield,3660,35,potts place,sec 4096,08 08591550,8300178,2,NoRole
rec-114-dup-0,rec-152-org,ara,m,,19311003,mr,liam,shalha,nsl,collie,3170,69,lowanna street,pondezrosa,612 79996756,3094022,6,NoRole
rec-598-org,rec-258-org,ind,m,31,19850610,,amalia,godhawani,vic,waterways,4812,20,de burgh street,,8 58873362,8536130,8,NoRole
rec-3813-dup-0,rec-33-org,usa,,38,,,jte,carsoj,,duncrakg,4005,4,stewart crescent,,04 87838336,7601425,7,NoRole
rec-3984-dup-0,rec-1076-org,usa,f,33,,dr,joshua,lindsey,ss,seaford madows,3840,43,morrison street,,617 04170385,1995745,1,NoRole
rec-1783-org,rec-714-org,por,f,30,19860322,,hannah,almeida,nsw,karuah,4121,18,magarey place,cooloola farms,02 32717510,7803705,7,NoRole
rec-3946-org,rec-866-org,eng,f,,19620517,,takara,rennold,vic,eurobin,3770,1,lexcen avenue,,,6020630,3,NoRole
rec-1372-org,rec-2162-org,ina,f,32,19840608,,megan,siregar,nsw,mount riverview,,547,dalley crescent,,2 65765203,3497844,8,NoRole
rec-3493-dup-0,rec-3658-org,chi,m,,19371202,,benjamin,jue,ns,numbe one,3102,10,higinbothan street,,04 34440239,9233068,8,NoRole
rec-2258-dup-0,rec-560-org,eng,f,26,19900327,,lufy,hume,vic,kurunjang,1247,58,osburndrive,,8 11698741,3595749,7,NoRole
rec-1845-org,rec-3859-org,ina,f,,19520225,,jessica,pudjijono,nsw,dunedoo,5091,4,yerrabi place,,2 75471626,2516919,2,NoRole
rec-764-dup-0,rec-2826-org,usa,,10,20060421,,jacj,cotc,vic,frankston south,0870,285,bates street,,8 46551460,8148053,7,NoRole
rec-15-dup-0,rec-374-org,eng,,,19483013,,jack,hawk,wa,burwood,4708,12,curron gstreet,sec 21,02 01766593,4962985,0,NoRole
rec-287-org,rec-3325-org,usa,,22,19940523,dr,neneh,gomez,,oakleigh,7307,16,chevalley loop,,08 36631526,4925002,3,NoRole
rec-169-dup-0,rec-3898-org,abo,f,21,19881011,,samul,yunipkngu,vic,banyule,2616,2,moorhousejstreet,,08 11773794,4935121,1,NoRole
rec-42-org,rec-2804-org,eng,f,31,19850107,,riley,tailor,vic,rocklyn,5022,44,garrick street,,03 59060483,1205274,0,NoRole
rec-3138-dup-0,rec-2402-org,eng,f,25,19900423,ms,jak,joseyhson,ws,utakarra,4829,100,burnie street,moline village,8 76659942,1115099,8,NoRole
rec-235-org,rec-1962-org,eng,f,31,,hon,katelyn,sackville,nsw,willina,2134,37,troughton street,,612 81047027,5214637,2,NoRole
rec-3869-org,rec-1307-org,ger,,,19750128,,hayley,lobsien,sa,bulimba,4031,15,vickers crescent,,617 37041147,3749167,1,NoRole
rec-592-dup-0,rec-3900-org,ger,f,29,19870602,,rachael,kock,nt,borrolopla,3085,0,rushbrook circuit,,613 08368992,4671834,8,NoRole
rec-919-org,rec-3626-org,usa,,,19030703,,joshua,hopkins,nsw,hillston,6025,95,vasey crescent,ocean star villas,612 03329541,9455897,5,NoRole
rec-3827-dup-0,rec-2895-org,tur,,42,19881211,dr,reganne,cmert,,dundurrabin,3960,21,elimatta sgreet,,02 00850451,3554842,8,NoRole
rec-60-org,rec-1450-org,dan,f,10,20060713,,mitchell,auken,vic,tennyson,4503,13,jessop place,retirement village,,7542617,1,NoRole
rec-3231-dup-0,rec-2833-org,usa,c,39,19860209,,tahlia,washington,nsw,toordooka,4270,2,,,02 83958830,4945195,1,NoRole
rec-2414-org,rec-348-org,ind,f,,19560508,dr,jayme,dhillon,vic,arnold,2112,76,christmas street,,618 81348587,6965140,6,NoRole
rec-17-org,rec-2500-org,chi,f,,19420406,dr,annabel,huie,nsw,kulnura,2444,17,clemenger street,longstay caravn park,03 48945597,1791251,1,NoRole
rec-1185-dup-0,rec-3797-org,unk,,,19980115,ms,tess,sciacca,nsd,crows nst,6027,14,graves poace,nautical vlg,08 17511178,6582610,9,NoRole
rec-775-dup-0,rec-1327-org,usa,f,,,,jye,pruitt,qld,winhart,5161,7,tilley olace,,3 61572691,4084586,7,NoRole
rec-568-org,rec-229-org,unk,m,24,19920908,,andrew,strangway,nsw,wattle grove,2229,24,southern cross drive,,2 63650195,6322396,4,NoRole
rec-3049-org,rec-820-org,fin,,,19571001,,flynn,nimonen,,brookfield,2577,56,blackwood terrace,,,3284443,9,NoRole
rec-3093-dup-0,rec-1016-org,unk,,,19871002,,tam,sclaani,,goomalling,5112,9,john cleland crescent,,04 61970879,7280621,8,NoRole
rec-666-org,rec-3992-org,rom,,24,19920625,,samantha,tarus,,balwyn north,5352,9,meeson street,,02 92680873,7749197,2,NoRole
rec-3997-org,rec-2079-org,eng,f,30,19860823,,elysse,sutherland,vic,watsons creek,2642,82,leahy close,,618 44102429,7076576,9,NoRole
rec-1075-org,rec-1894-org,nor,f,33,19831217,,caitlin,daehlie,sa,kapunda,2113,63,lambrigg street,,07 96412230,7973160,0,NoRole
rec-1656-dup-0,rec-1123-org,unk,m,32,19840317,,cohnor,sciacca,qld,albin,6060,81,von guerard crescent,north star resort,03 38173932,7495488,7,NoRole
rec-1449-org,rec-3459-org,chi,,31,19850713,,saskia,chuang,,newcastle,3039,2,studley street,,03 54382243,3369640,1,NoRole
rec-1839-org,rec-1117-org,usa,m,9,20071224,,alessia,bishop,nsw,lane cove north,4211,45,costello circuit,lillydale,612 40858455,4506673,9,NoRole
rec-3500-dup-0,rec-816-org,cze,k,,19181187,,michaela,csom,vi,hobartviplle,3021,105,pleasance place,,618 10055503,2057202,8,NoRole
rec-288-dup-0,rec-1131-org,usa,f,32,19850809,mr,elizabeth,burgess,,,7310,15,daley crscent,,618 55678514,1105709,0,NoRole
rec-1306-org,rec-1256-org,ind,m,27,,ms,rhys,lokhande,vic,dreeite,2261,17,maclachlan street,,618 53271550,5476328,8,NoRole
rec-2781-dup-0,rec-951-org,eng,r,51,19950328,,bailey,mark,nsw,marmon point,5540,41,withnell circuit,,02 33516635,5223784,8,NoRole
rec-2648-dup-0,rec-2886-org,eng,,36,19800113,,emiily,roydon,nsw,acacia gardens,2488,18,marr street,,04 16105021,4515375,3,NoRole
rec-1899-org,rec-3210-org,ind,,29,19870403,hon,jaime,banerjee,qld,holland park,2705,144,tepper circuit,strathdownie,,4378788,6,NoRole
rec-496-org,rec-1896-org,unk,f,21,,mr,noah,stratou,nsw,east gresford,3465,3,nuyts street,river mews,2 40095062,9648645,5,NoRole
rec-452-dup-0,rec-3161-org,eng,f,,19350816,ms,fynp,kimbaol,wa,zanthus,6175,34,bugden avenue,,618 06879464,8944010,9,NoRole
rec-754-org,rec-3331-org,usa,m,37,19790402,ms,oscar,reese,nsw,upwey,4214,267,ayers fowler street,,02 81368839,7706711,2,NoRole
rec-2461-org,rec-221-org,eng,f,,,mr,dylan,gore,,withcott,4305,858,tenison-woods circuit,gooroomon park,07 16275427,8709320,9,NoRole
rec-731-dup-0,rec-3307-org,,,,,ms,alicia,vincent,qlu,rosellla,3214,3,chandler street,,3 15824390,2977603,6,NoRole
rec-3205-org,rec-1392-org,unk,f,,19051118,,jai,aaberg,wa,west river,5022,130,gurr street,flt 10,08 90463104,9674547,9,NoRole
rec-3979-dup-0,rec-3429-org,ind,d,28,19880213,,nandakishore,lachlan,nsw,brownsville,5061,22,vonwiller crescent,,04 62151852,6003273,2,NoRole
rec-3399-org,rec-3462-org,unk,m,34,19820520,mr,finn,scinto,vic,tambo crossing,3083,20,goodparla street,lake hills,,3191886,3,NoRole
rec-2700-dup-0,rec-754-org,usa,,31,19850222,,aidoen,coko,nsw,woodbine,2011,15,howe drescent,somerset house,2 59729586,7746833,6,NoRole
rec-2678-org,rec-2442-org,unk,f,36,19800716,,kyle,sciacca,nt,moulden,3782,313,rutledge place,,3 62689390,8408359,3,NoRole
rec-1479-dup-0,rec-700-org,unk,f,27,19860492,ms,connor,scime,,eumunji,3788,8,ashby cifcuit,,07 84358707,7802797,4,NoRole
rec-1277-org,rec-2853-org,eng,m,22,19940214,ms,william,hawking,vic,leichardt,2756,80,derrington crescent,,8 11813443,6814283,4,NoRole
rec-757-dup-0,rec-1169-org,ina,,92,19871024,,nathan,susahto,vic,richmond,3198,4,wilkins ztreet,meadowvale retrmnt vlge,03 61526379,3549365,9,NoRole
rec-3025-org,rec-1066-org,unk,,33,19830110,,tyler,abbatista,sa,port augusta west,5554,2,tristania street,gobongo,7 40942978,6940400,0,NoRole
rec-3571-org,rec-2160-org,usa,,28,19880823,ms,harrison,,nsw,mitchells flat,5261,31,crisp circuit,,612 54740802,1782497,4,NoRole
rec-1869-org,rec-524-org,wel,f,8,20081004,ms,prudence,penry,sa,dandenong north,4510,60,bathurst place,croyde,617 52935647,6317230,9,NoRole
rec-3548-dup-0,rec-1641-org,gre,,,19131225,,kyle,voulgris,,tweed heads south,3304,1792,alice jacksonfcrescent,,08 50505389,1232566,4,NoRole
rec-2735-dup-0,rec-2344-org,usa,,29,19870606,,imogzn,camacho,,jervoks,3055,2,hastings court,dalmoora,04 32991494,6816255,5,NoRole
rec-2524-org,rec-1926-org,usa,f,36,19800320,,oscar,savory,,cambridge,3747,11,ardlethan street,,07 88763010,9999598,7,NoRole
rec-3178-dup-0,rec-1361-org,unk,f,30,19806216,mr,judh,sclafani,viv,northland centre,4551,35,chauncy crescent,,8 48430323,6392340,5,NoRole
rec-3856-dup-0,rec-3435-org,ara,f,,19820513,,samuel,shahnor,nsw,west hoxton,5169,31,michellxstreet,,07 01100327,9694237,1,NoRole
rec-2457-org,rec-1299-org,ger,f,31,19850512,ms,emiily,morlock,nsw,booral,6153,48,montefiore crescent,,02 04345121,7199849,3,NoRole
rec-3544-dup-0,rec-3611-org,,,37,19790316,mr,ben,ferris,qld,oakhurst,4559,2,medley street,,3 67358255,7016346,5,NoRole
rec-1955-org,rec-1799-org,unk,,32,19841119,,bailley,aarcy,vic,ascot vale,2550,6,burrendong street,,08 11632154,8967183,0,NoRole
rec-982-org,rec-162-org,chi,f,23,19930312,,casey,nye,nsw,ingleburn,3775,29,pasco street,,612 94120280,8081327,7,NoRole
rec-3810-org,rec-1266-org,eng,f,,19820213,,james,pierson,,balwyn north,4680,15,bolger place,,03 01999516,7557176,3,NoRole
rec-3401-org,rec-2667-org,chi,m,28,19880723,ms,isabella,shum,qld,killara,6020,39,harrington circuit,cotton tree caravan park,613 90312141,9530318,9,NoRole
rec-2214-dup-0,rec-3370-org,usa,,01,20060313,,phoebe,hartman,nsw,greenacre,2119,122,deumongaacourt,,612 94966006,4774897,5,NoRole
rec-3368-org,rec-1615-org,cze,f,9,20071022,,ruby,melicharov,vic,digby,5008,11,mccrae street,,618 88376565,1827143,5,NoRole
rec-1842-org,rec-2834-org,jap,f,,19011221,dr,chloe,mifune,nsw,marmong point,6107,643,mcconnel crescent,,02 73014679,7777181,0,NoRole
rec-3414-org,rec-1021-org,unk,m,29,19870112,dr,braedon,aaron,qld,kaban,3039,73,chillagoe street,,03 68376206,3428548,6,NoRole
rec-2536-dup-0,rec-2633-org,eng,v,,19110416,ms,jade,victof,nsw,breadalane,4699,39,dickinson street,coraleigh,2 80513806,4580519,3,NoRole
rec-242-org,rec-112-org,gre,m,30,19860402,,wilson,andreaos,nsw,kotara,2325,26,syron place,,612 90834093,4579360,1,NoRole
rec-1025-org,rec-3378-org,spa,m,29,19870908,,lachlan,samaniego,nsw,daceyville,2483,114,balfour crescent,,02 18527019,2895187,2,NoRole
rec-2262-dup-0,rec-143-org,eng,f,,19520929,,barnaby,abrams,gic,seaford,4555,2,knox sbtreet,kooyong,04 14802254,6649844,3,NoRole
rec-1936-org,rec-3609-org,ina,f,23,19930902,ms,matthew,tjandra,vic,lalor,2287,68,girrahween street,,08 57375349,5015847,1,NoRole
rec-403-org,rec-1729-org,gre,m,31,19850424,dr,casey,tsigakou,qld,brovinia,6330,162,michie street,,613 88825455,3138914,5,NoRole
rec-1298-org,rec-2897-org,unk,m,,19600112,,ruby,strampher,,greenwood,3128,1,,,08 29875747,2989633,5,NoRole
rec-539-dup-0,rec-731-org,eng,f,25,19911288,,anrrew,georgezson,vic,leitchvlle,,4,,,08 83794169,9458173,6,NoRole
rec-3354-org,rec-973-org,unk,,26,19900301,ms,jayden,aani,wa,wattoning,4157,60,william hudson crescent,,8 66115328,8649721,8,NoRole
rec-244-org,rec-2928-org,jap,,,19141111,mr,kaysey,haga,tas,glenorchy,2141,28,croton street,tricare nursing,07 47080111,1814026,1,NoRole
rec-3737-org,rec-1254-org,eng,f,,19920214,,alysha,donalds,qld,,2541,26,borrowdale street,,03 04540496,2737840,3,NoRole
rec-806-org,rec-332-org,eng,f,,19621020,,miranda,ellisson,qld,elphinstone,4161,1,ragless circuit,,613 07615657,7194945,0,NoRole
rec-1434-dup-0,rec-3048-org,unk,,24,19921211,,michael,,ws,traynig,3217,13,castleton crescent,,618 22860055,9135570,5,NoRole
rec-172-org,rec-1719-org,usa,f,30,19860511,,jayden,russo,wa,bridgetown,2166,7,mackaness place,kmart p plaza,618 59153643,7784126,7,NoRole
rec-2747-dup-0,rec-779-org,usa,n,25,19910516,,anton,mckee,qld,sandywcamp,2644,2,bethue close,,03 23633312,6809443,1,NoRole
rec-2538-org,rec-2114-org,eng,f,33,19830819,pfc,casey,winchester,vic,colac colac,4032,7,macleay street,ballyboy,8 05733537,7605701,6,NoRole
rec-923-org,rec-575-org,unk,f,33,19830323,ms,ruby,scirri,act,deakin,2609,1,clare dennis avenue,,2 79896335,6352936,5,NoRole
rec-534-org,rec-3-org,unk,f,,19091207,dr,emiily,strawbridge,nsw,pappinbarra,4113,19,riley place,,2 41951065,1737588,3,NoRole
rec-1042-dup-0,rec-477-org,usa,f,,19911109,ms,shan,vaughan,,,2606,1,box hill avenue,,03 09350364,6704680,2,NoRole
rec-1751-org,rec-724-org,eng,m,23,19931221,,riley,morrish,tas,reedy marsh,4818,337,burkitt street,,07 70486265,3881744,5,NoRole
rec-2346-org,rec-2346-org,unk,m,32,19841102,,lachlan,aarnoudse,vic,nunawading,2170,24,jennings street,westcourt,08 00805886,5177292,1,NoRole
rec-1596-dup-0,rec-980-org,chi,m,32,19841030,ms,lachlan,yim,vic,sarsfield,2139,9,darwini aterrace,,02 70588654,7855419,9,NoRole
rec-3129-org,rec-2078-org,eng,m,19,19971114,,alex,rayne,vic,strathmore heights,5093,27,debenham street,,618 65857809,8678503,0,NoRole
rec-3380-org,rec-252-org,ger,f,,19061013,mr,liam,slesina,,narrandera,4650,42,wakefield garden,,08 50814217,7287893,3,NoRole
rec-2687-org,rec-378-org,usa,f,,,,ebony,leon,qld,sunshine plaza,7322,12,dexter street,,03 10793091,6155711,1,NoRole
rec-3817-dup-0,rec-181-org,eng,f,28,,,rachwl,reynll,sa,stansvury,6317,1,fitchett street,,07 01312586,7336604,4,NoRole
rec-358-org,rec-1725-org,usa,f,12,20040905,mr,samara,dominguez,nsw,,3707,12,bizant street,,03 80193592,3314805,1,NoRole
rec-101-dup-0,rec-571-org,ser,j,,19470516,,benjanin,dracul,qld,birnam,3105,12,rogers dtreet,brentwood vlge,3 05084366,5472847,3,NoRole
rec-2826-org,rec-1452-org,ind,,8,20080704,ms,angelica,nankani,,bonnyrigg,3053,1,crisp circuit,bakers beach,02 99959260,4523294,5,NoRole
rec-295-dup-0,rec-2766-org,eng,f,9,20080127,,mikayla,hermabson,vkc,,3109,3,goa pace,,618 40459877,6463383,6,NoRole
rec-1159-org,rec-3599-org,usa,f,35,19810116,,georgia,reyes,nsw,wongawilli,2502,31,ambalindum street,garaweh,2 20005222,9427894,9,NoRole
rec-3607-dup-0,rec-37-org,jap,m,38,,,torii,caitlin,,barooga,3046,74,britten-jones drive,,03 87149956,9415683,0,NoRole
rec-487-dup-0,rec-2494-org,unk,m,29,19300721,mr,jekabs,abadi,vicu,yandit,2131,10,astrolabe dtreet,torr dean,,7044445,7,NoRole
rec-2653-org,rec-3958-org,,f,23,19931018,mr,amber,trumbull-ward,,narellan,2026,,wolstenholme street,,02 01637485,2113806,2,NoRole
rec-3203-dup-0,rec-2812-org,ger,,26,19906002,,madeleine,kegel,sa,east maitland,3033,5,cadell tsreet,,07 91252694,5844901,5,NoRole
rec-2403-dup-0,rec-1-org,eng,f,24,,,aba,aitken,nsw,wagga wagg asouth,3918,36,bungoniar street,view plain,02 97511831,1772868,2,NoRole
rec-889-org,rec-2658-org,cze,f,25,19910805,,olivia,rijavec,wa,pennant hills,2745,3,raphael close,mount beauty,618 10188496,7498680,3,NoRole
rec-993-dup-0,rec-2193-org,ind,,,19861230,,naomi,,vic,corndhap,3249,132,wynterplace,penny green,07 55377510,9980133,0,NoRole
rec-477-org,rec-2917-org,eng,f,,,,emiily,hilton,wa,caraban,3125,5,miller street,,618 41498589,3046106,7,NoRole
rec-2724-org,rec-292-org,eng,,28,19880920,,paul,st,sa,mosman,3212,40,paloona place,,617 74585788,5859298,3,NoRole
rec-283-dup-0,rec-2463-org,chi,c,,19850124,,madison,quan,qld,sinnamon park,3186,16,pennefathe street,,,1839611,0,NoRole
rec-519-org,rec-94-org,eng,f,34,19820313,,william,ingham,nsw,wollombi,3083,3,burdekin street,locn 3439,,9288933,2,NoRole
rec-893-dup-0,rec-3038-org,iri,,32,19790813,,charlvotte,okeefe,qld,kanimqla,2088,54,embley dtreet,,613 25994628,3200210,3,NoRole
rec-2962-org,rec-3009-org,chi,,24,19921206,pfc,nicole,ssu,qld,sarina beach,5061,1,tanda place,tara hills,07 84308573,5800910,6,NoRole
rec-3023-dup-0,rec-2745-org,ser,m,24,19920215,,chkoe,bogat,nsw,downsde,8471,35,carr crescent,inverneath,2 31634574,6126442,5,NoRole
rec-1700-org,rec-2779-org,chi,f,9,20070917,,joel,chuan,nsw,berowra,2148,14,glossop crescent,,2 34437737,9353757,6,NoRole
rec-3011-dup-0,rec-2655-org,unk,,35,19810108,,kelsey,aarts,ts,universitywof tasmania,3844,20,forbes street,ocean shores shopping village,617 92288065,1190320,2,NoRole
rec-2230-org,rec-3957-org,ita,f,25,19910711,,finlay,bercovici,,williamstown,4740,38,,,02 95725106,6647374,2,NoRole
rec-2438-org,rec-1612-org,jew,f,,19800707,,flynn,bayme,wa,bernier island,4165,2,andado place,,618 20965945,6430717,7,NoRole
rec-832-dup-0,rec-2559-org,usa,f,27,19895017,,juliana,riggrs,vic,kyabram,4105,271,newman morrigs circuit,beau-ridge,,6345297,6,NoRole
rec-2666-dup-0,rec-3849-org,eng,,23,19930719,,kalea,reynell,,annandale,2468,31,barr-smih avenue,ironbarkulodge,08 49873000,4302294,7,NoRole
rec-3430-org,rec-2052-org,unk,f,,19880331,pfc,elise,scollard,,ballarat,2111,308,earle street,,02 16747146,5968014,1,NoRole
rec-190-dup-0,rec-581-org,unk,,8,20086021,hon,lynse,strapp,qld,taroomball,4016,77,,,03 32753752,6287863,4,NoRole
rec-2708-dup-0,rec-3255-org,ind,,,19801009,,mitchrll,soundrapandian,qdd,burrum town,3914,300,vasey crrscent,,3 71028403,4936079,8,NoRole
